BoatType,Ladies,Year,Military,Veteran,Position,NameUnsorted,Name,Club,Club1,C1,Class,SubClass,Time,Trophies,Record,Notes,Flow,Country,BoatDesign,Finish
Kayak,Mixed,1996,Civilian,Junior,43,Stoy Hannah Jane & Maddison H R,Maddison H R & Stoy Hannah Jane,Wellington College,Wellington College,71,Junior,,25:22:13,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,36,Green M J W & Fell G,Fell G & Green M J W,Oxford University,Oxford University,16,Senior,University,25:24:03,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,37,Robson M & Taylor A,Robson M & Taylor A,Royal Marine Association,Royal Marine Association,2,Senior,,25:28:50,,,,41.6,,,
Kayak,Male,1996,Civilian,Junior,44,Moore S 2 & Baggs A C,Baggs A C & Moore S 2,Bedford School,Bedford School,49,Junior,,25:34:10,,,,41.6,,,
Kayak,Male,1996,Army,Senior,38,Norman G & Alsworth R,Alsworth R & Norman G,7 Para RHA,7 Para RHA,6,Senior,,25:38:30,,,,41.6,,,
Kayak,Male,1996,Civilian,Junior,45,Dennis S W & Fairclough S D,Dennis S W & Fairclough S D,Royal Hospital School,Royal Hospital School,128,Junior,,25:57:13,,,,41.6,,,
Kayak,Male,1996,Civilian,Junior,46,Palmer R J & Flexman O,Flexman O & Palmer R J,Royal Hospital School f,Royal Hospital School f,4,Junior,,25:59:02,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,30,Hawkins David,Hawkins David,Taunton,Taunton,23,Singles,,26:02:57,,,,41.6,,,
Kayak,Ladies,1996,Civilian,Junior,47,Holyoake Claire Nicola & Wagstaff MartINe,Holyoake Claire Nicola & Wagstaff MartINe,Trent College,Trent College,93,Junior,,26:12:38,,,,41.6,,,
Kayak,Mixed,1996,Civilian,Veteran,39,Bell Susan Margaret & Mackay D J,Bell Susan Margaret & Mackay D J,Winchester & District,Winchester & District,31,Senior,,26:12:51,,,,41.6,,,
Kayak,Male,1996,Civilian,Veteran,40,Gloster Martin & Vater Mike,Gloster Martin & Vater Mike,Worcester,Worcester,57,Senior,,26:15:35,,,,41.6,,,
Kayak,Mixed,1996,Civilian,Junior,48,Reader Nicola Sian & Kirkaldy J S G,Kirkaldy J S G & Reader Nicola Sian,Dauntsey's School,Dauntsey's School,214,Junior,,26:15:35,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,41,Davidson C J & Davies S,Davidson C J & Davies S,Blackwater Valley,Blackwater Valley,21,Senior,,26:25:40,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,42,Boddy P J & Boddy B J,Boddy B J & Boddy P J,County River Centre,County River Centre,2,Senior,,26:26:53,,,,41.6,,,
Kayak,Male,1996,Army,Senior,43,Booth S D & Chapple M E,Booth S D & Chapple M E,Royal Engineers,Royal Engineers,224,Senior,,26:30:50,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,31,Derry M,Derry M,Independent,Independent,1146,Singles,,26:38:52,,,,41.6,,,
Kayak,Mixed,1996,Civilian,Veteran,44,Goodchild Gillian L & Dennis K,Dennis K & Goodchild Gillian L,Pangbourne,Pangbourne,71,Senior,,26:47:50,,,,41.6,,,
Canadian,Male,1996,Civilian,Senior,32,Campbell Robert H,Campbell Robert H,Bedford School,Bedford School,49,Singles,,26:57:35,Canadian,,,41.6,,,
Kayak,Mixed,1996,Civilian,Junior,49,Bush Lisa Mary & Davey P B,Bush Lisa Mary & Davey P B,Independent/Stonehenge,Independent/Stonehenge,1,Junior,,27:05:45,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,45,Dixon P J & Hewett E,Dixon P J & Hewett E,Pangbourne Advent. Dolphin,Pangbourne Advent. Dolphin,15,Senior,,27:08:10,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,46,Steele C A J & Taylor I R,Steele C A J & Taylor I R,Rampant Tuna Lifeguards & Independent,Rampant Tuna Lifeguards,2,Senior,,27:18:10,,,,41.6,,,
Folding Boat,Male,1996,Civilian,Senior,47,Seymour A P & Schoen Norbert,Schoen Norbert & Seymour A P,Artists Rifles,Artists Rifles,92,Senior,,27:40:45,,,,41.6,,,
Kayak,Ladies,1996,Civilian,Junior,50,Bousfield Victoria Lucy & Bernays Annie Fiona,Bernays Annie Fiona & Bousfield Victoria Lucy,Dauntsey's School,Dauntsey's School,214,Junior,,27:53:10,,,,41.6,,,
Kayak,Ladies,1996,Civilian,Senior,33,Lambley Judy,Lambley Judy,Pangbourne Adventure Dolphin,Pangbourne Adventure Dolphin,19,Singles,,28:02:23,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,48,Emery Mark & Sporle J A,Emery Mark & Sporle J A,Devizes,Devizes,110,Senior,,28:04:30,,,,41.6,,,
Kayak,Male,1996,Army,Veteran,49,Brown C & Fox N,Brown C & Fox N,7 Para RHA,7 Para RHA,6,Senior,,28:06:50,,,,41.6,,,
Kayak,Male,1996,Navy Reserve,Senior,50,Brown R & McNeil D,Brown R & McNeil D,Royal Marines Reserve,Royal Marines Reserve,12,Senior,,28:09:00,,,,41.6,,,
Kayak,Ladies,1996,Civilian,Senior,34,Tuck Marion Antonia,Tuck Marion Antonia,Independent,Independent,1146,Singles,,28:19:34,,,,41.6,,,
Kayak,Mixed,1996,Civilian,Veteran,51,Skinner Sheila & Farrall R,Farrall R & Skinner Sheila,Independent & Port of Plymouth C A,Independent,1146,Senior,,28:27:43,,,,41.6,,,
Canadian,Male,1996,Civilian,Senior,52,Taylor R & Smith S,Smith S & Taylor R,Team Tarka,Team Tarka,1,Senior,,28:35:20,,,,41.6,,,
Kayak,Ladies,1996,Civilian,Senior,35,Baker Christine,Baker Christine,Independent,Independent,1146,Singles,,28:39:49,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,36,Gibbens W S,Gibbens W S,North Avon,North Avon,27,Singles,,28:55:56,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,37,Aaltonen J,Aaltonen J,Angasalan Melosat,Angasalan Melosat,1,Singles,,29:14:26,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,38,Pitchley S I W,Pitchley S I W,Meridian,Meridian,16,Singles,,29:27:02,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,53,Henderson S I & Webb P A,Henderson S I & Webb P A,Independent,Independent,1146,Senior,,30:29:05,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,39,Maclarg R P,Maclarg R P,Independent,Independent,1146,Singles,,30:53:36,,,,41.6,,,
Kayak,Male,1996,Navy,Senior,54,Hetherington Phillip & Davies R,Davies R & Hetherington Phillip,Royal Navy,Royal Navy,54,Senior,,32:31:50,,,,41.6,,,
Kayak,Male,1996,Civilian,Veteran,55,Rogers J P R & Harris Peter,Harris Peter & Rogers J P R,Blackwater Valley,Blackwater Valley,21,Senior,,33:54:10,,,,41.6,,,
Kayak,Mixed,1996,Civilian,Senior,56,Rogers Jeanna & Ward C M,Rogers Jeanna & Ward C M,Independent,Independent,1146,Senior,,34:48:53,,,,41.6,,,
Canadian,Male,1996,Civilian,Senior,57,Ford G R & Cook D P,Cook D P & Ford G R,River Tees Canoe Assoc & Tees,River Tees Canoe Assoc,5,Senior,,35:14:17,,,,41.6,,,
Canadian,Male,1996,Civilian,Senior,58,White Mieke Inge & White T S,White Mieke Inge & White T S,Independent,Independent,1146,Senior,,35:36:23,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,59,Lockwood R J & Vaughan R E,Lockwood R J & Vaughan R E,Ilford East District Scouts,Ilford East District Scouts,1,Senior,Scouts,35:52:38,,,,41.6,,,
Kayak,Male,1996,Army Reserve,Senior,60,Ives Tim & Lyle I C,Ives Tim & Lyle I C,Manchester & Salford University OTC,Manchester & Salford University OTC,1,Senior,University,36:31:10,,,,41.6,,,
Canadian,Male,1996,Civilian,Senior,61,Snell R & Helliar G,Helliar G & Snell R,Axe Vale,Axe Vale,13,Senior,,36:38:44,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,62,Hutchison M C & Freeland J P B,Freeland J P B & Hutchison M C,Independent,Independent,1146,Senior,,36:39:40,,,,41.6,,,
Kayak,Male,1996,Army,Senior,63,Watters L & Hayes I,Hayes I & Watters L,7 Royal Anglian,7 Royal Anglian,2,Senior,,36:39:55,,,,41.6,,,
Kayak,Mixed,1996,Civilian,Senior,64,Heath Roger & Northam Yvonne,Heath Roger & Northam Yvonne,Stonehenge & Independent,Stonehenge,9,Senior,,36:39:58,,,,41.6,,,
Kayak,Male,1996,Civilian,Veteran,65,Clark J P & Tripp M,Clark J P & Tripp M,Devizes,Devizes,110,Senior,,36:47:10,,,,41.6,,,
Kayak,Male,1996,Army,Senior,66,Wilcox P C & Thompson R,Thompson R & Wilcox P C,7 Royal Anglian,7 Royal Anglian,2,Senior,,37:03:12,,,,41.6,,,
Kayak,Male,1996,Civilian,Veteran,67,Roberts Graham & Murr Antony,Murr Antony & Roberts Graham,Independent,Independent,1146,Senior,,37:07:42,,,,41.6,,,
Folding Boat,Male,1996,Army Reserve,Senior,68,Haley K J & Montague R,Haley K J & Montague R,Artists Rifles,Artists Rifles,92,Senior,,37:15:52,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,69,Maitland-Titterton R & Bayliss R,Bayliss R & Maitland-Titterton R,Independent,Independent,1146,Senior,,37:41:30,,,,41.6,,,
Kayak,Male,1996,Army Reserve,Veteran,70,Harkin J & Ferry John,Ferry John & Harkin J,67 Stores Sqn (V),67 Stores Sqn (V),10,Senior,,38:56:40,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,71,Scott T & Perkins M,Perkins M & Scott T,Independent,Independent,1146,Senior,,39:11:10,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,72,Kennedy J P & Hamilton R,Hamilton R & Kennedy J P,Independent,Independent,1146,Senior,,40:43:15,,,,41.6,,,
Canadian,Male,1996,Civilian,Veteran,73,Spokes S J & Standbrook I,Spokes S J & Standbrook I,Scout Association,Scout Association,1,Senior,Scouts,45:18:15,Scouts,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,74,Pennell S C & Keyatheva D,Keyatheva D & Pennell S C,Christchurch Rowing Club,Christchurch Rowing Club,2,Senior,,49:28:25,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,75,Clements V & Raymond M,Clements V & Raymond M,Independent,Independent,1146,Senior,,50:10:31,,,,41.6,,,
Kayak,Male,1996,Civilian,Veteran,76,Snell D & Shoesmith P,Shoesmith P & Snell D,Windsor,Windsor,30,Senior,,50:15:32,,,,41.6,,,
Kayak,Male,1996,Army Reserve,Senior,77,Kenyon R & Ovington K,Kenyon R & Ovington K,67 Stores Sqn (V),67 Stores Sqn (V),10,Senior,,50:21:31,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,78,Howells J & Metcalfe J,Howells J & Metcalfe J,Independent & West Yorkshire Police,Independent,1146,Senior,Police,50:32:38,,,,41.6,,,
Kayak,Male,1996,Civilian,Senior,79,Bray Peter D J & MacDonald S,Bray Peter D J & MacDonald S,Hereford,Hereford,56,Senior,,71:00:15,,,,41.6,,,
Canadian,Male,1996,Civilian,Veteran,80,Williams P K & Mould J,Mould J & Williams P K,Independent,Independent,1146,Senior,,72:20:26,,,,41.6,,,
Kayak,Ladies,1996,Civilian,Veteran,81,Henzell Sarah & Gaskin Lynda Joan,Gaskin Lynda Joan & Henzell Sarah,Independent,Independent,1146,Senior,Vet Ladies,72:27:54,Ladies,,,41.6,,,
Kayak,Male,1997,Civilian,Senior,1,Verduyckt Erik,Verduyckt Erik,Neerpeltse Watersport Club (B),Neerpeltse Watersport Club (B),1,Singles,,16:23:35,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,2,Hallam David,Hallam David,Leaside,Leaside,78,Singles,,16:34:08,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,3,Treadgold James,Treadgold James,Falcon,Falcon,56,Singles,,16:42:52,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,4,Bushell R D,Bushell R D,Leaside,Leaside,78,Singles,,16:48:55,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,1,Pilgrim L & Cheyne C,Cheyne C & Pilgrim L,Barking & Dagenham & Leighton Buzzard,Barking & Dagenham,47,Junior,,16:54:08,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,5,Laenen F,Laenen F,Kastelse Belgium,Kastelse Belgium,15,Singles,,17:17:02,,,,8.12,Belgium,,
Kayak,Male,1997,Civilian,Junior,2,Still G & Bainton E,Bainton E & Still G,Reading & Leighton Park,Reading & Leighton Park,35,Junior,,17:30:46,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Vet/Junior,1,Greenham Brian & McWilliam Katy,Greenham Brian & McWilliam Katy,Reading & Leighton Park,Reading & Leighton Park,35,Vet/Junior,,17:52:59,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,1,Phillips Mark C & Lewis Richard,Lewis Richard & Phillips Mark C,Royal Marines,Royal Marines,187,Senior,,18:04:28,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,6,Lewis N C,Lewis N C,Reading,Reading,67,Singles,,18:07:43,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,7,Kelly P,Kelly P,Moy,Moy,2,Singles,,18:22:04,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,8,Lambley C,Lambley C,Pangbourne Adventure Dolphin,Pangbourne Adventure Dolphin,19,Singles,,18:24:15,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,9,Brough Heather,Brough Heather,Reading,Reading,67,Singles,,18:28:02,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,3,Little G & Verney N,Little G & Verney N,Bryanston School,Bryanston School,114,Junior,,18:29:13,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,10,Hayden John W,Hayden John W,Royal Engineers,Royal Engineers,224,Singles,,18:29:51,,,,8.12,,,
Kayak,Male,1997,Civilian,Vet/Junior,2,Ralph P S & Ralph T P,Ralph P S & Ralph T P,Reading & Leighton Park,Reading & Leighton Park,35,Vet/Junior,,18:38:36,,,,8.12,,,
Kayak,Male,1997,Navy,Senior,2,Fletcher Andy & Stevens Alan,Fletcher Andy & Stevens Alan,Royal Marines,Royal Marines,187,Senior,,18:41:05,"Navy,Services",,,8.12,,,
Kayak,Male,1997,Civilian,Senior,11,Stanley A R,Stanley A R,Norwich,Norwich,18,Singles,,18:41:43,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,3,Baker S M & Sellwood Danielle,Baker S M & Sellwood Danielle,Richmond,Richmond,265,Senior,,18:46:57,"Civilian,Mixed",,,8.12,,,
Kayak,Male,1997,Civilian,Senior,12,Beaver Tim E,Beaver Tim E,Leicester Outdoor Pursuits Club,Leicester Outdoor Pursuits Club,21,Singles,,18:57:33,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,4,Farren T & Gilbert M,Farren T & Gilbert M,Bryanston School,Bryanston School,114,Junior,,18:58:33,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,5,Evans K M & Sawyer D J,Evans K M & Sawyer D J,Trent College,Trent College,93,Junior,,18:59:30,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,6,Bannister J & Johnson B,Bannister J & Johnson B,Reading & Leighton Park,Reading & Leighton Park,35,Junior,,19:01:57,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,4,Jones Paul & Evans P J,Evans P J & Jones Paul,Hereford,Hereford,56,Senior,,19:13:29,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,5,Martin Sean & Cahill S,Cahill S & Martin Sean,Richmond,Richmond,265,Senior,,19:16:03,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,13,Carter C,Carter C,Hemel Hempstead,Hemel Hempstead,39,Singles,,19:19:40,,,,8.12,,,
Kayak,Male,1997,Civilian,Vet/Junior,3,Smedley R A B & Keane S J,Keane S J & Smedley R A B,Blundell's School,Blundell's School,57,Vet/Junior,,19:27:41,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,14,Coates N A,Coates N A,Nottingham,Nottingham,67,Singles,,19:28:44,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,7,Davies P & Griffiths M,Davies P & Griffiths M,Hereford,Hereford,56,Junior,,19:40:25,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,15,Blackwell Stephen,Blackwell Stephen,1St Pulborough Sea Scouts,1St Pulborough Sea Scouts,1,Singles,,19:40:46,,,,8.12,,,
Kayak,Male,1997,Army,Senior,6,Grewcock I P & Walker R G,Grewcock I P & Walker R G,Royal Engineers,Royal Engineers,224,Senior,,19:42:35,Army,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,8,Paton Robert & Middleditch Alex,Middleditch Alex & Paton Robert,Kimbolton School F.,Kimbolton School F.,40,Junior,,19:42:57,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,16,Unwin Nigel,Unwin Nigel,Corsham Scouts,Corsham Scouts,1,Singles,,19:43:17,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,17,Garrett M J,Garrett M J,Royal Army Physical Training Corps,Royal Army Physical Training Corps,1,Singles,,19:44:48,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,9,Dormer J & Jones R,Dormer J & Jones R,Kimbolton School F.,Kimbolton School F.,40,Junior,,19:47:01,,,,8.12,,,
Kayak,Male,1997,Navy,Senior,7,Whitelock R A & Welsh R J,Welsh R J & Whitelock R A,Royal Marines,Royal Marines,187,Senior,,19:47:10,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,18,Hadberg Aksel,Hadberg Aksel,Roskilde Fjords Kajakklub,Roskilde Fjords Kajakklub,4,Singles,,19:48:41,,,,8.12,Denmark,,
Kayak,Male,1997,Civilian,Senior,8,Stagg Richard V & Guthrie D R,Guthrie D R & Stagg Richard V,Cambridge,Cambridge,26,Senior,,20:06:41,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,9,Gilbert Karl & Pearce Mark,Gilbert Karl & Pearce Mark,Richmond,Richmond,265,Senior,,20:06:58,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,19,Fudger Michael,Fudger Michael,Worcester,Worcester,57,Singles,,20:09:46,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,10,Cran A & Whiteley W T,Cran A & Whiteley W T,Bryanston School,Bryanston School,114,Junior,,20:15:08,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,11,Anderson David & Brown A,Anderson David & Brown A,Kimbolton School F.,Kimbolton School F.,40,Junior,,20:18:42,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,10,McAllister-Hewlings D & Chapman S M,Chapman S M & McAllister-Hewlings D,Nottingham,Nottingham,67,Senior,,20:18:47,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,20,Tuffley Nigel,Tuffley Nigel,Poole Harbour,Poole Harbour,99,Singles,,20:24:57,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,12,Coplestone D H & Bolt A A,Bolt A A & Coplestone D H,Blundell's School,Blundell's School,57,Junior,,20:31:33,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,11,Elliott R N & Catchlove R A F,Catchlove R A F & Elliott R N,Maidstone,Maidstone,50,Senior,,20:34:00,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,13,Ferguson R & Evans S,Evans S & Ferguson R,Bryanston School,Bryanston School,114,Junior,,20:34:07,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,14,Osborne J M & Butler D M,Butler D M & Osborne J M,Dauntsey's School,Dauntsey's School,214,Junior,,20:42:46,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,15,Gout R & Batho W,Batho W & Gout R,Dauntsey's School,Dauntsey's School,214,Junior,,20:47:01,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,21,Russell Jack,Russell Jack,Kelly College,Kelly College,132,Singles,,20:47:45,,,,8.12,,,
Kayak,Male,1997,Civilian,Veteran,12,Carter Steve & Knowles D G,Carter Steve & Knowles D G,Independent,Independent,1146,Senior,,20:50:35,Lee,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,13,Lankester T J R & Blatchly A Mark,Blatchly A Mark & Lankester T J R,Reading and Leighton Park & Nottingham,Reading and Leighton Park,21,Senior,,20:54:43,,,,8.12,,,
Kayak,Male,1997,Army,Senior,14,Vaughan K T & Cluff PD,Cluff PD & Vaughan K T,Royal Engineers,Royal Engineers,224,Senior,,21:02:23,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,16,Westerman R W & Whitcombe Adam,Westerman R W & Whitcombe Adam,Solihull,Solihull,19,Junior,,21:04:33,,,,8.12,,,
Kayak,Male,1997,Navy,Senior,15,Bonin-Casey P & Harris Dan,Bonin-Casey P & Harris Dan,Royal Marines,Royal Marines,187,Senior,,21:10:18,,,,8.12,,,
Kayak,Male,1997,Army,Senior,16,Frith M D & Allewell C,Allewell C & Frith M D,Royal Engineers,Royal Engineers,224,Senior,,21:12:15,,,,8.12,,,
Kayak,Male,1997,Navy,Senior,17,Owen N & Tonks D R,Owen N & Tonks D R,Royal Marines,Royal Marines,187,Senior,,21:12:20,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,18,Barshaw S A & Griffin Donna Michelle,Barshaw S A & Griffin Donna Michelle,Nottingham,Nottingham,67,Senior,,21:12:54,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Vet/Junior,4,Vater Amber & Vater Mike,Vater Amber & Vater Mike,Worcester,Worcester,57,Vet/Junior,,21:13:08,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,19,Hyde J & King R,Hyde J & King R,Hereford,Hereford,56,Senior,,21:17:03,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,22,Mcdonnell O J,Mcdonnell O J,Hemel Hempstead,Hemel Hempstead,39,Singles,,21:20:15,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,17,Cameron Chris & Watcyn-Jones Ben,Cameron Chris & Watcyn-Jones Ben,Wellington College,Wellington College,71,Junior,,21:23:40,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,20,Gradwell Charmian & Greasby Elizabeth,Gradwell Charmian & Greasby Elizabeth,Richmond,Richmond,265,Senior,,21:24:17,Ladies,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,23,Grewcock D C,Grewcock D C,Hawks,Hawks,7,Singles,,21:25:31,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,21,Charnock R & Player J,Charnock R & Player J,Maidstone,Maidstone,50,Senior,,21:32:59,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,22,Hogan Mark & Panayi Markus,Hogan Mark & Panayi Markus,Newham & Leaside,Newham,33,Senior,,21:33:11,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,24,Cave P W,Cave P W,Frankies Boys,Frankies Boys,1,Singles,,21:35:01,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,18,Lloyd D Z & Fone J W,Fone J W & Lloyd D Z,Wellington College & ,Wellington College,71,Junior,,21:36:37,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,23,Wilson I P & Jacks P,Jacks P & Wilson I P,Harlow Outdoor Pursuits,Harlow Outdoor Pursuits,18,Senior,,21:42:44,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,25,Turner W S,Turner W S,Leighton Buzzard,Leighton Buzzard,25,Singles,,21:42:59,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,19,Taylor Nicola Mary & Stoddart Marie,Stoddart Marie & Taylor Nicola Mary,Barking & Dagenham,Barking & Dagenham,47,Junior,,21:48:10,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,24,Emery Mark & Purchas Michael,Emery Mark & Purchas Michael,Bradford on Avon,Bradford on Avon,57,Senior,,21:50:07,,,,8.12,,,
Kayak,Male,1997,Civilian,Vet/Junior,5,Sycha A B & Thomas D J,Sycha A B & Thomas D J,Wokingham Scouts,Wokingham Scouts,36,Vet/Junior,Scouts,21:50:29,Scouts,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,20,House J W B & Crook T W,Crook T W & House J W B,Yarm School & ,Yarm School,57,Junior,,21:51:43,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,25,Donnison Mark & Green R A,Donnison Mark & Green R A,Wey,Wey,51,Senior,,21:54:54,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,26,Logan A G & Bickersmith A,Bickersmith A & Logan A G,Richmond,Richmond,265,Senior,,21:58:23,,,,8.12,,,
Kayak,Male,1997,Civilian,Veteran,27,Ince A J & Black Dave,Black Dave & Ince A J,Artists Rifles,Artists Rifles,92,Senior,,22:00:32,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,26,Shipway Jo,Shipway Jo,Leighton Buzzard,Leighton Buzzard,25,Singles,,22:00:59,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,28,White Ian & Gates B C,Gates B C & White Ian,Fladbury,Fladbury,7,Senior,,22:05:11,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,21,Matthews Edward & Kreeger Daniel,Kreeger Daniel & Matthews Edward,Bryanston School,Bryanston School,114,Junior,,22:05:56,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,22,Notley Rebecca & Lilley Georgina,Lilley Georgina & Notley Rebecca,Kimbolton School F.,Kimbolton School F.,40,Junior,,22:06:56,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,27,Rodinger Heinz,Rodinger Heinz,Donau Linz,Donau Linz,17,Singles,,22:08:44,,,,8.12,,,
Kayak,Male,1997,Civilian,Vet/Junior,6,Acreman Malcolm & Waterhouse G,Acreman Malcolm & Waterhouse G,Poole Harbour,Poole Harbour,99,Vet/Junior,,22:09:08,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,28,Rogers G A,Rogers G A,Chelmsford,Chelmsford,44,Singles,,22:10:21,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,23,Bovill G & Ahern L C,Ahern L C & Bovill G,Wellington College & ,Wellington College,71,Junior,,22:12:17,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,24,Briggs Charmody Elizabeth & Banbury J O M,Banbury J O M & Briggs Charmody Elizabeth,Blundell's School,Blundell's School,57,Junior,,22:16:24,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,25,Gibb J H & Hall P S,Gibb J H & Hall P S,Yarm School,Yarm School,57,Junior,,22:17:45,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,26,Grant M J & Sharp Michael,Grant M J & Sharp Michael,Kelly College,Kelly College,132,Junior,,22:22:01,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,27,Goddard M & Threlfell A J,Goddard M & Threlfell A J,Trent College,Trent College,93,Junior,,22:23:38,,,,8.12,,,
Kayak,Male,1997,Civilian,Vet/Junior,7,McAnaspie M & Davey P B,Davey P B & McAnaspie M,Stonehenge,Stonehenge,9,Vet/Junior,,22:24:55,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,29,Siegel Dave & Bray Peter D J,Bray Peter D J & Siegel Dave,Croesyceiliog,Croesyceiliog,9,Senior,,22:30:33,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,30,Pilgram S & Meadows G,Meadows G & Pilgram S,Cambridge University & Glamorgan University,Cambridge University,9,Senior,University,22:32:41,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,28,Morris G H H & Hulse C,Hulse C & Morris G H H,Blundell's School,Blundell's School,57,Junior,,22:36:39,,,,8.12,,,
Kayak,Male,1997,Civilian,Vet/Junior,8,Hutchinson J J & Caesar E W,Caesar E W & Hutchinson J J,Wellington College,Wellington College,71,Vet/Junior,,22:43:55,,,,8.12,,,
